Obs.	statenum	casenum	vnumber	pnumber	atmcond	atmcond2	city	county	acchr	accmon	dayofweek	lightcond	intersectiontype	injury	
220	25	103	1	1	1	0	1350	15	16	6	7	1	3	1	
221	25	103	1	2	1	0	1350	15	16	6	7	1	3	1	
222	25	103	1	3	1	0	1350	15	16	6	7	1	3	1	
223	25	103	1	4	1	0	1350	15	16	6	7	1	3	1	
224	25	103	2	1	1	0	1350	15	16	6	7	1	3	4	
225	25	104	0	1	1	0	1520	27	13	5	3	1	1	4	
226	25	104	1	1	1	0	1520	27	13	5	3	1	1	0	
227	25	105	1	1	1	0	299	5	22	6	1	3	1	4	
228	25	106	0	1	1	0	1110	9	9	6	7	1	3	4	
229	25	106	1	1	1	0	1110	9	9	6	7	1	3	0	
230	25	107	0	1	1	0	1520	27	21	6	6	3	3	4	
231	25	107	1	1	1	0	1520	27	21	6	6	3	3	0	
232	25	108	1	1	1	0	654	9	15	7	3	1	3	4	
233	25	108	2	1	1	0	654	9	15	7	3	1	3	0	
234	25	109	1	1	1	0	35	9	18	7	7	1	1	4	
235	25	110	1	1	98	0	120	25	3	7	7	3	1	4	
236	25	110	1	2	98	0	120	25	3	7	7	3	1	3	
237	25	110	1	3	98	0	120	25	3	7	7	3	1	3	
238	25	110	1	4	98	0	120	25	3	7	7	3	1	5	
239	25	111	1	1	1	0	55	27	4	7	1	2	1	3	
240	25	111	2	1	1	0	55	27	4	7	1	2	1	4	
241	25	111	3	1	1	0	55	27	4	7	1	2	1	2	
242	25	111	3	2	1	0	55	27	4	7	1	2	1	2	
243	25	112	0	1	1	0	470	9	8	7	6	1	1	4	
244	25	112	1	1	1	0	470	9	8	7	6	1	1	0	
245	25	113	1	1	1	0	925	21	4	7	2	2	3	0	
246	25	113	2	1	1	0	925	21	4	7	2	2	3	4	
247	25	114	1	1	1	0	140	23	13	8	3	1	2	4	
248	25	114	1	2	1	0	140	23	13	8	3	1	2	4	
249	25	114	1	3	1	0	140	23	13	8	3	1	2	4	
250	25	114	2	1	1	0	140	23	13	8	3	1	2	1	
251	25	115	1	1	1	0	350	27	22	6	6	3	3	3	
252	25	115	1	2	1	0	350	27	22	6	6	3	3	4	
253	25	116	0	1	1	0	720	17	4	8	4	3	4	2	
254	25	116	0	2	1	0	720	17	4	8	4	3	4	4	
255	25	116	1	1	1	0	720	17	4	8	4	3	4	0	
256	25	117	1	1	1	0	120	25	14	7	3	1	1	0	
257	25	117	2	1	1	0	120	25	14	7	3	1	1	4	
258	25	118	0	1	1	0	650	9	17	7	1	1	98	4	
259	25	118	1	1	1	0	650	9	17	7	1	1	98	9	
260	25	119	1	1	1	0	650	9	5	7	1	4	1	4	
261	25	120	1	1	1	0	200	25	16	8	5	1	1	4	
262	25	120	1	2	1	0	200	25	16	8	5	1	1	1	
263	25	121	1	1	1	0	912	5	7	3	6	1	1	4	
264	25	122	1	1	1	0	770	23	10	7	7	1	1	4	
265	25	123	0	1	1	10	1430	13	15	5	2	1	4	4	
266	25	123	1	1	1	10	1430	13	15	5	2	1	4	1	
267	25	124	1	1	1	0	380	21	15	5	2	1	1	4	
268	25	125	1	1	1	0	740	17	11	8	3	1	1	4	
269	25	125	2	1	1	0	740	17	11	8	3	1	1	1	
270	25	126	0	1	1	0	480	27	18	8	5	5	3	4	
271	25	126	1	1	1	0	480	27	18	8	5	5	3	0	
272	25	126	1	2	1	0	480	27	18	8	5	5	3	0	
273	25	126	1	3	1	0	480	27	18	8	5	5	3	0	
274	25	127	1	1	10	0	20	9	14	7	6	1	1	4	
275	25	127	2	1	10	0	20	9	14	7	6	1	1	1	
276	25	127	3	1	10	0	20	9	14	7	6	1	1	0	
277	25	127	4	1	10	0	20	9	14	7	6	1	1	1	
278	25	127	5	1	10	0	20	9	14	7	6	1	1	0	
279	25	127	6	1	10	0	20	9	14	7	6	1	1	0	
280	25	128	1	1	1	10	36	17	20	7	1	5	4	4	
281	25	129	1	1	1	0	785	27	1	8	1	3	4	4	
282	25	130	1	1	1	0	1280	5	19	8	1	5	1	4	
283	25	130	2	1	1	0	1280	5	19	8	1	5	1	2	
284	25	131	1	1	1	0	1010	17	2	8	6	2	1	2	
285	25	131	1	2	1	0	1010	17	2	8	6	2	1	4	
286	25	132	1	1	1	0	350	27	8	5	1	1	1	4	
287	25	132	1	2	1	0	350	27	8	5	1	1	1	4	
288	25	133	0	1	1	0	1270	13	19	5	3	1	1	4	
289	25	133	1	1	1	0	1270	13	19	5	3	1	1	0	
290	25	134	0	1	1	0	120	25	6	6	1	1	3	4	
291	25	134	1	1	1	0	120	25	6	6	1	1	3	0	
292	25	135	0	1	1	0	1385	1	12	8	7	1	1	4	
293	25	135	1	1	1	0	1385	1	12	8	7	1	1	0	
294	25	135	1	2	1	0	1385	1	12	8	7	1	1	0	
295	25	136	1	1	5	0	259	1	22	8	3	3	1	4	
296	25	137	1	1	1	0	1385	1	20	8	7	2	1	4	
297	25	137	2	1	1	0	1385	1	20	8	7	2	1	2	
298	25	137	2	2	1	0	1385	1	20	8	7	2	1	2	
299	25	138	0	1	1	0	745	27	12	6	4	1	1	4	
300	25	138	1	1	1	0	745	27	12	6	4	1	1	0	
301	25	139	0	1	10	0	660	17	18	1	4	2	2	4	
302	25	139	0	2	10	0	660	17	18	1	4	2	2	3	
303	25	139	1	1	10	0	660	17	18	1	4	2	2	0	
304	25	140	1	1	1	0	470	9	22	6	1	2	1	2	
305	25	140	1	2	1	0	470	9	22	6	1	2	1	4	
306	25	141	0	1	10	0	58	21	6	3	3	2	3	4	
307	25	141	1	1	10	0	58	21	6	3	3	2	3	0	
308	25	142	1	1	10	0	210	13	0	4	4	3	3	4	
309	25	143	1	1	2	0	850	5	3	5	1	3	3	1	
310	25	143	2	1	2	0	850	5	3	5	1	3	3	4	
311	25	144	1	1	1	0	475	23	0	7	7	2	1	2	
312	25	144	1	2	1	0	475	23	0	7	7	2	1	4	
313	25	145	1	1	1	0	1439	27	4	7	4	2	1	4	
314	25	146	1	1	1	0	124	17	4	7	1	3	1	4	
315	25	147	1	1	10	0	570	9	1	7	7	3	1	4	
316	25	148	0	1	1	0	1410	27	18	8	2	1	1	4	
317	25	148	1	1	1	0	1410	27	18	8	2	1	1	0	
318	25	148	1	2	1	0	1410	27	18	8	2	1	1	1	
319	25	149	0	1	1	0	140	23	22	8	5	3	2	4	
320	25	149	1	1	1	0	140	23	22	8	5	3	2	0	
321	25	150	1	1	2	0	770	23	4	9	1	3	1	4	
322	25	151	0	1	2	1	299	5	9	9	2	1	3	4	
323	25	151	1	1	2	1	299	5	9	9	2	1	3	1	
324	25	152	1	1	10	0	1060	21	21	9	7	3	4	4	
325	25	152	1	2	10	0	1060	21	21	9	7	3	4	3	
326	25	153	1	1	1	0	560	23	21	9	1	2	3	4	
327	25	154	1	1	98	0	220	27	3	8	7	8	4	4	
328	25	154	1	2	98	0	220	27	3	8	7	8	4	4	
329	25	155	1	1	1	0	1040	23	3	7	7	6	1	1	
330	25	155	2	1	1	0	1040	23	3	7	7	6	1	4	
331	25	156	1	1	1	0	570	9	18	7	4	1	2	0	
332	25	156	1	2	1	0	570	9	18	7	4	1	2	2	
333	25	156	1	3	1	0	570	9	18	7	4	1	2	2	
334	25	156	2	1	1	0	570	9	18	7	4	1	2	4	
335	25	157	1	1	1	0	880	3	1	8	4	3	4	9	
336	25	157	1	2	1	0	880	3	1	8	4	3	4	4	
337	25	158	0	1	10	0	190	1	18	7	7	1	1	4	
338	25	158	1	1	10	0	190	1	18	7	7	1	1	2	
339	25	158	2	1	10	0	190	1	18	7	7	1	1	2	
340	25	158	2	2	10	0	190	1	18	7	7	1	1	3	
341	25	158	2	3	10	0	190	1	18	7	7	1	1	3	
342	25	158	2	4	10	0	190	1	18	7	7	1	1	2	
343	25	159	1	1	1	0	1260	27	22	8	7	3	4	4	
344	25	159	1	2	1	0	1260	27	22	8	7	3	4	3	
345	25	159	2	1	1	0	1260	27	22	8	7	3	4	1	
346	25	159	2	2	1	0	1260	27	22	8	7	3	4	0	
347	25	160	1	1	1	0	585	27	23	8	4	2	1	4	
348	25	160	2	1	1	0	585	27	23	8	4	2	1	2	
349	25	161	1	1	1	0	181	23	16	8	1	1	1	4	
350	25	161	2	1	1	0	181	23	16	8	1	1	1	2	
351	25	161	2	2	1	0	181	23	16	8	1	1	1	2	
352	25	162	0	1	1	0	1276	21	20	7	1	2	4	4	
353	25	162	1	1	1	0	1276	21	20	7	1	2	4	0	
354	25	163	1	1	10	0	263	27	19	8	7	3	4	2	
355	25	163	1	2	10	0	263	27	19	8	7	3	4	4	
356	25	163	1	3	10	0	263	27	19	8	7	3	4	2	
357	25	163	1	4	10	0	263	27	19	8	7	3	4	9	
358	25	163	2	1	10	0	263	27	19	8	7	3	4	0	
359	25	163	2	2	10	0	263	27	19	8	7	3	4	1	
360	25	164	1	1	2	0	1282	17	23	9	5	2	1	4	
361	25	164	2	1	2	0	1282	17	23	9	5	2	1	0	
362	25	165	1	1	1	0	350	27	10	9	5	1	1	4	
363	25	166	1	1	1	0	895	5	20	9	7	2	1	4	
364	25	166	2	1	1	0	895	5	20	9	7	2	1	4	
365	25	166	2	2	1	0	895	5	20	9	7	2	1	9	
366	25	167	1	1	1	0	877	21	2	7	7	3	3	0	
367	25	167	1	2	1	0	877	21	2	7	7	3	3	4	
368	25	168	1	1	1	0	500	13	1	9	1	3	2	3	
369	25	168	1	2	1	0	500	13	1	9	1	3	2	3	
370	25	168	1	3	1	0	500	13	1	9	1	3	2	4	
371	25	168	1	4	1	0	500	13	1	9	1	3	2	4	
372	25	168	2	1	1	0	500	13	1	9	1	3	2	2	
373	25	168	2	2	1	0	500	13	1	9	1	3	2	9	
374	25	169	1	1	1	0	980	27	11	9	3	1	3	0	
375	25	169	2	1	1	0	980	27	11	9	3	1	3	4	
376	25	170	1	1	10	0	1441	5	17	9	1	1	1	4	
377	25	171	1	1	1	0	1439	27	18	9	7	1	1	4	
378	25	172	1	1	1	0	926	23	8	9	3	1	1	4	
379	25	172	2	1	1	0	926	23	8	9	3	1	1	2	
380	25	173	1	1	1	0	1270	13	9	9	5	1	3	4	
381	25	173	2	1	1	0	1270	13	9	9	5	1	3	0	
382	25	173	2	2	1	0	1270	13	9	9	5	1	3	0	
383	25	173	2	3	1	0	1270	13	9	9	5	1	3	0	
384	25	174	1	1	2	10	1040	23	0	9	1	2	1	4	
385	25	174	1	2	2	10	1040	23	0	9	1	2	1	4	
386	25	174	2	1	2	10	1040	23	0	9	1	2	1	3	
387	25	175	1	1	98	0	9997	25	16	9	7	1	3	9	
388	25	175	2	1	98	0	9997	25	16	9	7	1	3	4	
389	25	176	1	1	1	0	380	21	12	9	2	1	1	0	
390	25	176	2	1	1	0	380	21	12	9	2	1	1	4	
391	25	177	0	1	98	0	170	17	19	9	2	3	3	4	
392	25	177	1	1	98	0	170	17	19	9	2	3	3	0	
393	25	178	1	1	1	0	902	27	8	9	5	1	1	4	
394	25	178	2	1	1	0	902	27	8	9	5	1	1	2	
395	25	179	1	1	1	0	1430	13	7	9	5	1	1	4	
396	25	180	1	1	1	0	35	9	3	9	6	2	1	3	
397	25	180	2	1	1	0	35	9	3	9	6	2	1	4	
398	25	181	1	1	4	0	1075	3	0	12	1	2	3	4	
399	25	182	1	1	1	0	636	13	1	9	7	3	3	4	
400	25	183	1	1	10	0	1382	21	15	9	7	1	3	4	
401	25	184	1	1	1	0	1520	27	7	8	6	1	1	4	
402	25	184	1	2	1	0	1520	27	7	8	6	1	1	2	
403	25	184	1	3	1	0	1520	27	7	8	6	1	1	1	
404	25	184	2	1	1	0	1520	27	7	8	6	1	1	9	
405	25	185	1	1	1	0	467	27	9	8	2	1	1	4	
406	25	185	2	1	1	0	467	27	9	8	2	1	1	0	
407	25	186	1	1	1	0	1451	21	14	9	1	1	1	4	
408	25	186	1	2	1	0	1451	21	14	9	1	1	1	2	
409	25	186	2	1	1	0	1451	21	14	9	1	1	1	3	
410	25	186	2	2	1	0	1451	21	14	9	1	1	1	2	
411	25	187	1	1	10	0	1097	13	20	9	2	2	1	3	
412	25	187	1	2	10	0	1097	13	20	9	2	2	1	3	
413	25	187	1	3	10	0	1097	13	20	9	2	2	1	4	
414	25	187	2	1	10	0	1097	13	20	9	2	2	1	0	
415	25	188	1	1	1	0	140	23	16	10	2	1	1	1	
416	25	188	1	2	1	0	140	23	16	10	2	1	1	4	
417	25	188	1	3	1	0	140	23	16	10	2	1	1	4	
418	25	188	2	1	1	0	140	23	16	10	2	1	1	1	
419	25	189	1	1	1	0	1380	27	18	10	5	3	4	4	
420	25	189	2	1	1	0	1380	27	18	10	5	3	4	2	
421	25	190	1	1	1	0	35	9	1	10	2	2	1	4	
422	25	190	2	1	1	0	35	9	1	10	2	2	1	0	
423	25	191	1	1	1	0	630	17	2	10	6	3	3	4	
424	25	191	1	2	1	0	630	17	2	10	6	3	3	2	
425	25	191	2	1	1	0	630	17	2	10	6	3	3	3	
426	25	192	1	1	1	0	2	23	13	10	6	1	2	2	
427	25	192	2	1	1	0	2	23	13	10	6	1	2	4	
428	25	193	0	1	1	0	470	9	1	11	6	3	1	4	
429	25	193	1	1	1	0	470	9	1	11	6	3	1	1	
430	25	194	1	1	1	0	35	9	1	11	6	2	1	0	
431	25	194	2	1	1	0	35	9	1	11	6	2	1	0	
432	25	194	2	2	1	0	35	9	1	11	6	2	1	4	
433	25	194	2	3	1	0	35	9	1	11	6	2	1	9	
434	25	194	2	4	1	0	35	9	1	11	6	2	1	9	
435	25	195	1	1	1	0	850	5	2	11	6	2	1	1	
436	25	195	2	1	1	0	850	5	2	11	6	2	1	4	
437	25	196	1	1	1	0	624	13	17	11	1	3	1	4	
438	25	196	2	1	1	0	624	13	17	11	1	3	1	0	
439	25	196	3	1	1	0	624	13	17	11	1	3	1	0	
440	25	196	3	2	1	0	624	13	17	11	1	3	1	0	
441	25	196	3	3	1	0	624	13	17	11	1	3	1	1	
442	25	197	1	1	1	0	1270	13	16	11	2	3	2	4	
443	25	197	2	1	1	0	1270	13	16	11	2	3	2	0	
444	25	197	2	2	1	0	1270	13	16	11	2	3	2	0	
445	25	198	1	1	1	0	1065	17	20	11	3	3	1	4	
446	25	198	2	1	1	0	1065	17	20	11	3	3	1	0	
447	25	199	1	1	1	0	1386	9	14	11	5	1	1	4	
448	25	199	2	1	1	0	1386	9	14	11	5	1	1	1	
449	25	200	1	1	98	0	320	5	0	11	1	3	1	4	
450	25	200	2	1	98	0	320	5	0	11	1	3	1	0	
451	25	201	1	1	1	0	1535	1	10	11	2	1	1	4	
452	25	201	2	1	1	0	1535	1	10	11	2	1	1	0	
453	25	202	1	1	1	0	121	1	15	12	3	1	2	4	
454	25	202	2	1	1	0	121	1	15	12	3	1	2	2	
455	25	203	1	1	11	0	1480	3	10	11	1	1	1	2	
456	25	203	1	2	11	0	1480	3	10	11	1	1	1	3	
457	25	203	2	1	11	0	1480	3	10	11	1	1	1	4	
458	25	204	1	1	1	0	670	5	18	9	7	5	1	4	
459	25	204	1	2	1	0	670	5	18	9	7	5	1	3	
460	25	204	1	3	1	0	670	5	18	9	7	5	1	2	
461	25	205	1	1	1	0	90	17	3	9	7	3	1	4	
462	25	206	1	1	1	0	120	25	22	9	1	3	1	4	
463	25	207	1	1	1	0	1375	17	2	9	6	3	1	4	
464	25	208	0	1	1	0	259	1	20	9	7	2	2	4	
465	25	208	1	1	1	0	259	1	20	9	7	2	2	0	
466	25	208	1	2	1	0	259	1	20	9	7	2	2	0	
467	25	209	1	1	1	0	390	27	14	10	4	1	1	4	
468	25	210	1	1	1	0	120	25	14	10	4	1	1	4	
469	25	212	1	1	10	2	125	21	3	10	1	3	1	4	
470	25	213	1	1	1	0	1442	7	15	10	2	1	1	4	
471	25	214	0	1	1	0	650	9	0	10	3	3	3	4	
472	25	214	1	1	1	0	650	9	0	10	3	3	3	0	
473	25	214	1	2	1	0	650	9	0	10	3	3	3	0	
474	25	214	1	3	1	0	650	9	0	10	3	3	3	0	
475	25	215	1	1	1	0	828	11	17	10	3	1	1	4	
476	25	216	1	1	1	0	1133	5	16	10	3	1	1	2	
477	25	216	1	2	1	0	1133	5	16	10	3	1	1	4	
478	25	217	1	1	10	0	1272	17	6	10	4	4	1	4	
479	25	218	1	1	10	0	520	17	12	10	5	1	1	2	
480	25	218	1	2	10	0	520	17	12	10	5	1	1	4	
481	25	219	1	1	2	0	1091	11	23	10	7	2	1	4	
482	25	219	1	2	2	0	1091	11	23	10	7	2	1	3	
483	25	219	1	3	2	0	1091	11	23	10	7	2	1	3	
